Actual
No
No
No
No
No
No
No
No
No
No
"$57,001,667"
"$147,000.00"
"$16,648,000,000"
"$7,769,000.00"
"$2,667,650,000"
"$91,500,000"
"457,407"
4.07%
"44,372.00"
"$45,700,000,000"
"$720,100,000,000"
"$26,500,000,000"
"$11,070,000,000"
"$20,822,000,000"
"$122,000,000"
"1,321,000"
4.08%
"44,297.10"
"627,000"
"$2,551,167"
"$94,000,000,000"
"$22,500,000,000"
"$6,840,000,000"
"44,862.92"
"$12,900,000,000"
"$98,900,000,000"
"7,437,000"
"$162,100,000,000"
"$117,644,828"
"$2,136,200,000,000"
4.09%
"43,782.00"
3.00%
"73,000"
"$17,000,000"
"$42,500,000"
"$12,650,000,000"
"$36,200,000,000"
"44,175.61"
"28,494"
